hero_name,type,name,description,attribute,attribute_detail
Wrecking Ball,Ability,Quad Cannons,Automatic assault weapons.,falloff range,15 – 25 meters
Wrecking Ball,Ability,Quad Cannons,Automatic assault weapons.,headshot,✓ (x2)
Wrecking Ball,Ability,Quad Cannons,Automatic assault weapons.,rate of fire,25 shots per second
Wrecking Ball,Ability,Quad Cannons,Automatic assault weapons.,ammo,100
Wrecking Ball,Ability,Quad Cannons,Automatic assault weapons.,reload time,1.6 seconds animation
Wrecking Ball,Ability,Quad Cannons,Automatic assault weapons.,spread angle,~2 degrees
Wrecking Ball,Ability,Quad Cannons,Automatic assault weapons.,projectile radius,0.04 meters
Wrecking Ball,Ability,Grappling Claw,Launch a grappling claw to rapidly swing around the area. Enables high speed collisions to damage and knockback enemies.,damage,60 (fireball collision)
Wrecking Ball,Ability,Grappling Claw,Launch a grappling claw to rapidly swing around the area. Enables high speed collisions to damage and knockback enemies.,headshot,✕
Wrecking Ball,Ability,Grappling Claw,Launch a grappling claw to rapidly swing around the area. Enables high speed collisions to damage and knockback enemies.,duration,8 seconds (max. grapple time after fireball)1.5 seconds (fireball)
Wrecking Ball,Ability,Grappling Claw,Launch a grappling claw to rapidly swing around the area. Enables high speed collisions to damage and knockback enemies.,max. range,23 meters (max)6 meters (retracted)
Wrecking Ball,Ability,Grappling Claw,Launch a grappling claw to rapidly swing around the area. Enables high speed collisions to damage and knockback enemies.,movement speed,9 m/s (retracting)
Wrecking Ball,Ability,Grappling Claw,Launch a grappling claw to rapidly swing around the area. Enables high speed collisions to damage and knockback enemies.,mov. speed buff,"+100% (max, grappling)+80% (max, released)"
Wrecking Ball,Ability,Grappling Claw,Launch a grappling claw to rapidly swing around the area. Enables high speed collisions to damage and knockback enemies.,knockback speed,22 m/s
Wrecking Ball,Ability,RollLSHIFT,Transform into a ball and increase maximum movement speed.,cast time,0.4 seconds (transform into default form)
Wrecking Ball,Ability,RollLSHIFT,Transform into a ball and increase maximum movement speed.,movement speed,10 m/s
Wrecking Ball,Ability,Adaptive ShieldE,Create temporary extra health that increase with more nearby enemies. Some of the health can be transferred to allies.,overhealth,"100 base + 100  per enemy (self)-50 per ally (max transfer, self)+75 (max transfer, allies)"
Wrecking Ball,Ability,Adaptive ShieldE,Create temporary extra health that increase with more nearby enemies. Some of the health can be transferred to allies.,duration,7 seconds (self)4 seconds (allies)
Wrecking Ball,Ability,Adaptive ShieldE,Create temporary extra health that increase with more nearby enemies. Some of the health can be transferred to allies.,area of effect,13 meter radius
Wrecking Ball,Ability,PiledriverLCONTROL,Slam into the ground below to damage and launch enemies upward.,damage,100 - 20
Wrecking Ball,Ability,PiledriverLCONTROL,Slam into the ground below to damage and launch enemies upward.,headshot,✕
Wrecking Ball,Ability,PiledriverLCONTROL,Slam into the ground below to damage and launch enemies upward.,cast time,0 + 0.2 seconds
Wrecking Ball,Ability,PiledriverLCONTROL,Slam into the ground below to damage and launch enemies upward.,duration,0.8 seconds (windup delay)0.75 seconds (enemy air lock)
Wrecking Ball,Ability,PiledriverLCONTROL,Slam into the ground below to damage and launch enemies upward.,area of effect,8 meter radius
Wrecking Ball,Ability,PiledriverLCONTROL,Slam into the ground below to damage and launch enemies upward.,movement speed,"5 m/s (windup, upward and sideways)98 m/s (downwards)"
Wrecking Ball,Ability,MinefieldQ,Deploy a massive field of proximity mines.,damage,165
Wrecking Ball,Ability,MinefieldQ,Deploy a massive field of proximity mines.,headshot,✕
Wrecking Ball,Ability,MinefieldQ,Deploy a massive field of proximity mines.,health,60
Wrecking Ball,Ability,MinefieldQ,Deploy a massive field of proximity mines.,cast time,0.1 + 0.3 seconds
Wrecking Ball,Ability,MinefieldQ,Deploy a massive field of proximity mines.,duration,20 seconds (on ground)1.25 seconds (arming time)
Wrecking Ball,Ability,MinefieldQ,Deploy a massive field of proximity mines.,area of effect,1.5 meter interact radius
Wrecking Ball,Ability,MinefieldQ,Deploy a massive field of proximity mines.,knockback speed,10 m/s
Wrecking Ball,Ability,MinefieldQ,Deploy a massive field of proximity mines.,projectile speed,12 m/s
Wrecking Ball,Perk,Steamroller,Roll impacts deal 100% more damage to Tanks.,damage,120 (Tanks)
Wrecking Ball,Perk,Steamroller,Roll impacts deal 100% more damage to Tanks.,headshot,✕
Wrecking Ball,Perk,Pack Rat,Health Packs heal an additional 100 health.,,
Wrecking Ball,Perk,Hang Time,"Piledriver winds up longer, gaining air control and dealing up to 50% more damage.",damage,150 - 20
Wrecking Ball,Perk,Hang Time,"Piledriver winds up longer, gaining air control and dealing up to 50% more damage.",headshot,✕
Wrecking Ball,Perk,Hang Time,"Piledriver winds up longer, gaining air control and dealing up to 50% more damage.",duration,1.1 seconds (windup delay)
Wrecking Ball,Perk,Hang Time,"Piledriver winds up longer, gaining air control and dealing up to 50% more damage.",movement speed,"3.7 m/s (windup, upwards)6 m/s (windup, sideways)"
Wrecking Ball,Perk,Transfer Efficiency,Reactivating Adaptive Shield reduces its cooldown by 1.5 seconds per ally affected and the transfer cost is reduced by 50%.,,
Zarya,Ability,Role: Tank,Reduces knockbacks and critical damage received. Less ultimate generated by healing and damage received. Increases base health in Role Queue game modes.,health,150
Zarya,Ability,Role: Tank,Reduces knockbacks and critical damage received. Less ultimate generated by healing and damage received. Increases base health in Role Queue game modes.,dmg. reduction,-25% taken
Zarya,Ability,Energy,Damage blocked by barriers increases Particle Cannon damage.,,
Zarya,Ability,Particle Cannon,Short-range linear beam weapon.,damage,95 per second (at 0%)190 per second (100% Energy)
Zarya,Ability,Particle Cannon,Short-range linear beam weapon.,headshot,✕
Zarya,Ability,Particle Cannon,Short-range linear beam weapon.,ammo consumption,20 per second
Zarya,Ability,Particle Cannon,Short-range linear beam weapon.,ammo,100
Zarya,Ability,Particle Cannon,Short-range linear beam weapon.,reload time,1.5 seconds animation
Zarya,Ability,Particle Cannon,Short-range linear beam weapon.,max. range,15 meters
Zarya,Ability,Particle Cannon,Short-range linear beam weapon.,projectile radius,0.2 meters
Zarya,Ability,Particle Cannon Alt Fire,Energy grenade launcher.,damage,"55 – 11 (enemy, 0% Energy)110 – 22 (enemy, 100% Energy)27.5 – 5.5 (self, 0% Energy)55 – 11 (self, 100% Energy)"
Zarya,Ability,Particle Cannon Alt Fire,Energy grenade launcher.,headshot,✕
Zarya,Ability,Particle Cannon Alt Fire,Energy grenade launcher.,rate of fire,1 shot/s
Zarya,Ability,Particle Cannon Alt Fire,Energy grenade launcher.,ammo consumption,25 per shot
Zarya,Ability,Particle Cannon Alt Fire,Energy grenade launcher.,ammo,100
Zarya,Ability,Particle Cannon Alt Fire,Energy grenade launcher.,reload time,1.5 seconds
Zarya,Ability,Particle Cannon Alt Fire,Energy grenade launcher.,cast time,0.01 seconds0.4 seconds recovery for primary
Zarya,Ability,Particle Cannon Alt Fire,Energy grenade launcher.,area of effect,2.5 meter radius
Zarya,Ability,Particle Cannon Alt Fire,Energy grenade launcher.,knockback speed,"7.44 m/s (max, enemy)6.6 m/s (max, self)"
Zarya,Ability,Particle Cannon Alt Fire,Energy grenade launcher.,projectile speed,25 m/s
Zarya,Ability,Particle Cannon Alt Fire,Energy grenade launcher.,projectile radius,0.32 meters
Zarya,Ability,Particle BarrierLSHIFT,Create a damage barrier around you.,barrier health,225
Zarya,Ability,Particle BarrierLSHIFT,Create a damage barrier around you.,duration,2.25 seconds
Zarya,Ability,Particle BarrierLSHIFT,Create a damage barrier around you.,area of effect,1.5 meter radius
Zarya,Ability,Projected BarrierE,Create a damage barrier around an ally.,health,225
Zarya,Ability,Projected BarrierE,Create a damage barrier around an ally.,duration,2.25 seconds
Zarya,Ability,Projected BarrierE,Create a damage barrier around an ally.,max. range,30 meters
Zarya,Ability,Projected BarrierE,Create a damage barrier around an ally.,area of effect,1.5 meter radius
Zarya,Ability,Graviton SurgeQ,Launch a gravity well that pulls enemies to it.,damage,5 (impact)5 per second (over time)
Zarya,Ability,Graviton SurgeQ,Launch a gravity well that pulls enemies to it.,headshot,✕
Zarya,Ability,Graviton SurgeQ,Launch a gravity well that pulls enemies to it.,cast time,0 + 0.48 seconds
Zarya,Ability,Graviton SurgeQ,Launch a gravity well that pulls enemies to it.,duration,4 seconds
Zarya,Ability,Graviton SurgeQ,Launch a gravity well that pulls enemies to it.,area of effect,7 meter radius
Zarya,Ability,Graviton SurgeQ,Launch a gravity well that pulls enemies to it.,projectile speed,25 m/s
Zarya,Ability,Graviton SurgeQ,Launch a gravity well that pulls enemies to it.,projectile radius,0.2 meters
Zarya,Perk,Jump-Ups,Secondary Fire's self-knockback is increased by 75%.,knockback speed,"11.55 m/s (max, self)"
Zarya,Perk,Graviton Crush,Graviton Surge deals up to 40% of enemy max health as damage over time.,damage,40% of max HP over 3.58 seconds
Zarya,Perk,Graviton Crush,Graviton Surge deals up to 40% of enemy max health as damage over time.,headshot,✕
Zarya,Perk,Energy Lance,Particle Cannon's beam pierces enemies while over 50 energy.,,
Zarya,Perk,Spotter,Projected Barrier activates ally health regeneration and increases their movement speed by 25%.,mov. speed buff,25%
Ashe,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,healing modification,-30% received (non-tanks)-15% received (tanks)
Ashe,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,duration,2 seconds
Ashe,Ability,The Viper,Semi-automatic rifle.,damage,35 – 10.5
Ashe,Ability,The Viper,Semi-automatic rifle.,falloff range,20 – 40 meters
Ashe,Ability,The Viper,Semi-automatic rifle.,headshot,✓ (x2)
Ashe,Ability,The Viper,Semi-automatic rifle.,rate of fire,3.9 shots/s
Ashe,Ability,The Viper,Semi-automatic rifle.,ammo,12
Ashe,Ability,The Viper,Semi-automatic rifle.,reload time,0.5 seconds (initial animation) +0.25 seconds per bullet 3.5 seconds (full reload animation)
Ashe,Ability,The Viper,Semi-automatic rifle.,spread angle,1.85 degrees (max)
Ashe,Ability,The Viper,Semi-automatic rifle.,projectile radius,0.07 meters
Ashe,Ability,The Viper (ADS),"Hold to zoom in, increasing damage and accuracy but slowing rate of fire.",damage,75 – 22.5
Ashe,Ability,The Viper (ADS),"Hold to zoom in, increasing damage and accuracy but slowing rate of fire.",falloff range,30 – 50 meters
Ashe,Ability,The Viper (ADS),"Hold to zoom in, increasing damage and accuracy but slowing rate of fire.",headshot,✓ (x2)
Ashe,Ability,The Viper (ADS),"Hold to zoom in, increasing damage and accuracy but slowing rate of fire.",rate of fire,1.52 shots/s
Ashe,Ability,The Viper (ADS),"Hold to zoom in, increasing damage and accuracy but slowing rate of fire.",ammo,12
Ashe,Ability,The Viper (ADS),"Hold to zoom in, increasing damage and accuracy but slowing rate of fire.",reload time,0.5 seconds (initial animation) +0.2 seconds per bullet 2.9 seconds (full reload animation)
Ashe,Ability,The Viper (ADS),"Hold to zoom in, increasing damage and accuracy but slowing rate of fire.",cast time,0 + 0.19 seconds (scope in)0 + 0.16 seconds (scope out)
Ashe,Ability,The Viper (ADS),"Hold to zoom in, increasing damage and accuracy but slowing rate of fire.",spread angle,None
Ashe,Ability,The Viper (ADS),"Hold to zoom in, increasing damage and accuracy but slowing rate of fire.",mov. speed penalty,-25%
Ashe,Ability,The Viper (ADS),"Hold to zoom in, increasing damage and accuracy but slowing rate of fire.",projectile radius,0.07 meters
Ashe,Ability,DynamiteE,Throw an explosive that detonates after a short delay or immediately when shot.,damage,"50 - 20 (explosion, enemy)100 over 5 seconds (burn, enemy)25 - 10 (explosion, self)50 over 5 seconds (burn, self)"
Ashe,Ability,DynamiteE,Throw an explosive that detonates after a short delay or immediately when shot.,headshot,✕
Ashe,Ability,DynamiteE,Throw an explosive that detonates after a short delay or immediately when shot.,cast time,0 + 0.54 seconds
Ashe,Ability,DynamiteE,Throw an explosive that detonates after a short delay or immediately when shot.,duration,2 seconds (explosion delay on ground)5 seconds (burn)
Ashe,Ability,DynamiteE,Throw an explosive that detonates after a short delay or immediately when shot.,area of effect,5 meter radius
Ashe,Ability,DynamiteE,Throw an explosive that detonates after a short delay or immediately when shot.,projectile speed,25 m/s
Ashe,Ability,DynamiteE,Throw an explosive that detonates after a short delay or immediately when shot.,projectile radius,None
Ashe,Ability,Coach GunLSHIFT,Blast enemies in front of you and knock yourself backwards.,damage,6 per pellet90 per shot
Ashe,Ability,Coach GunLSHIFT,Blast enemies in front of you and knock yourself backwards.,headshot,✕
Ashe,Ability,Coach GunLSHIFT,Blast enemies in front of you and knock yourself backwards.,bullets per shot,15
Ashe,Ability,Coach GunLSHIFT,Blast enemies in front of you and knock yourself backwards.,cast time,0.16 + 0.38 seconds
Ashe,Ability,Coach GunLSHIFT,Blast enemies in front of you and knock yourself backwards.,max. range,15 meters (enemy knockback)9.4 meters (self-knockback)
Ashe,Ability,Coach GunLSHIFT,Blast enemies in front of you and knock yourself backwards.,knockback speed,20 m/s (enemy)18 m/s (self)
Ashe,Ability,Coach GunLSHIFT,Blast enemies in front of you and knock yourself backwards.,projectile radius,0.45 meters
Ashe,Ability,B.O.B.Q,"Deploy Bob. He charges forward and knocks enemies into the air, then attacks with his arm cannons.",damage,120 (charge)17 (arm cannons)
Ashe,Ability,B.O.B.Q,"Deploy Bob. He charges forward and knocks enemies into the air, then attacks with his arm cannons.",headshot,✕
